date,publication_date,region,metric,value
2020-12-27,2020-12-28 16:15,BY,indikation_alter_erst,994
2020-12-27,2020-12-28 16:15,BY,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,BY,indikation_beruf_dosen,1051
2020-12-27,2020-12-28 16:15,BY,indikation_beruf_erst,1051
2020-12-27,2020-12-28 16:15,BY,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,BY,indikation_medizinisch_dosen,68
2020-12-27,2020-12-28 16:15,BY,indikation_medizinisch_erst,68
2020-12-27,2020-12-28 16:15,BY,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,BY,indikation_pflegeheim_dosen,1620
2020-12-27,2020-12-28 16:15,BY,indikation_pflegeheim_erst,1620
2020-12-27,2020-12-28 16:15,BY,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,BY,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BY,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BY,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BY,impf_quote_dosen,0.0258214697940233
2020-12-27,2020-12-28 16:15,BY,impf_quote_erst,0.0258214697940233
2020-12-27,2020-12-28 16:15,BY,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,BY,impf_inzidenz_dosen,0.258214697940233
2020-12-27,2020-12-28 16:15,BY,impf_inzidenz_erst,0.258214697940233
2020-12-27,2020-12-28 16:15,BY,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,BE,dosen_kumulativ,1626
2020-12-27,2020-12-28 16:15,BE,personen_erst_kumulativ,1626
2020-12-27,2020-12-28 16:15,BE,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,dosen_biontech_kumulativ,1626
2020-12-27,2020-12-28 16:15,BE,dosen_erst_biontech_kumulativ,1626
2020-12-27,2020-12-28 16:15,BE,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,BE,indikation_alter_dosen,1416
2020-12-27,2020-12-28 16:15,BE,indikation_alter_erst,1416
2020-12-27,2020-12-28 16:15,BE,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,BE,indikation_beruf_dosen,228
2020-12-27,2020-12-28 16:15,BE,indikation_beruf_erst,228
2020-12-27,2020-12-28 16:15,BE,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,BE,indikation_medizinisch_dosen,105
2020-12-27,2020-12-28 16:15,BE,indikation_medizinisch_erst,105
2020-12-27,2020-12-28 16:15,BE,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,BE,indikation_pflegeheim_dosen,1398
2020-12-27,2020-12-28 16:15,BE,indikation_pflegeheim_erst,1398
2020-12-27,2020-12-28 16:15,BE,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,BE,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BE,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BE,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BE,impf_quote_dosen,0.044311322742036974
2020-12-27,2020-12-28 16:15,BE,impf_quote_erst,0.044311322742036974
2020-12-27,2020-12-28 16:15,BE,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,BE,impf_inzidenz_dosen,0.44311322742036974
2020-12-27,2020-12-28 16:15,BE,impf_inzidenz_erst,0.44311322742036974
2020-12-27,2020-12-28 16:15,BE,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,BB,dosen_kumulativ,100
2020-12-27,2020-12-28 16:15,BB,personen_erst_kumulativ,100
2020-12-27,2020-12-28 16:15,BB,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,dosen_biontech_kumulativ,100
2020-12-27,2020-12-28 16:15,BB,dosen_erst_biontech_kumulativ,100
2020-12-27,2020-12-28 16:15,BB,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,BB,indikation_alter_dosen,80
2020-12-27,2020-12-28 16:15,BB,indikation_alter_erst,80
2020-12-27,2020-12-28 16:15,BB,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,BB,indikation_beruf_dosen,20
2020-12-27,2020-12-28 16:15,BB,indikation_beruf_erst,20
2020-12-27,2020-12-28 16:15,BB,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,BB,indikation_medizinisch_dosen,0
2020-12-27,2020-12-28 16:15,BB,indikation_medizinisch_erst,
2020-12-27,2020-12-28 16:15,BB,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,BB,indikation_pflegeheim_dosen,12
2020-12-27,2020-12-28 16:15,BB,indikation_pflegeheim_erst,12
2020-12-27,2020-12-28 16:15,BB,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,BB,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BB,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BB,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,BB,impf_quote_dosen,0.0039652752912197305
2020-12-27,2020-12-28 16:15,BB,impf_quote_erst,0.0039652752912197305
2020-12-27,2020-12-28 16:15,BB,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,BB,impf_inzidenz_dosen,0.0396527529121973
2020-12-27,2020-12-28 16:15,BB,impf_inzidenz_erst,0.0396527529121973
2020-12-27,2020-12-28 16:15,BB,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,HB,dosen_kumulativ,420
2020-12-27,2020-12-28 16:15,HB,personen_erst_kumulativ,420
2020-12-27,2020-12-28 16:15,HB,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,dosen_biontech_kumulativ,420
2020-12-27,2020-12-28 16:15,HB,dosen_erst_biontech_kumulativ,420
2020-12-27,2020-12-28 16:15,HB,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HB,indikation_alter_dosen,205
2020-12-27,2020-12-28 16:15,HB,indikation_alter_erst,205
2020-12-27,2020-12-28 16:15,HB,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,HB,indikation_beruf_dosen,87
2020-12-27,2020-12-28 16:15,HB,indikation_beruf_erst,87
2020-12-27,2020-12-28 16:15,HB,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,HB,indikation_medizinisch_dosen,0
2020-12-27,2020-12-28 16:15,HB,indikation_medizinisch_erst,
2020-12-27,2020-12-28 16:15,HB,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,HB,indikation_pflegeheim_dosen,0
2020-12-27,2020-12-28 16:15,HB,indikation_pflegeheim_erst,
2020-12-27,2020-12-28 16:15,HB,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,HB,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HB,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HB,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HB,impf_quote_dosen,0.06165572032965259
2020-12-27,2020-12-28 16:15,HB,impf_quote_erst,0.06165572032965259
2020-12-27,2020-12-28 16:15,HB,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,HB,impf_inzidenz_dosen,0.6165572032965259
2020-12-27,2020-12-28 16:15,HB,impf_inzidenz_erst,0.6165572032965259
2020-12-27,2020-12-28 16:15,HB,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,HH,dosen_kumulativ,445
2020-12-27,2020-12-28 16:15,HH,personen_erst_kumulativ,445
2020-12-27,2020-12-28 16:15,HH,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,dosen_biontech_kumulativ,445
2020-12-27,2020-12-28 16:15,HH,dosen_erst_biontech_kumulativ,445
2020-12-27,2020-12-28 16:15,HH,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HH,indikation_alter_dosen,197
2020-12-27,2020-12-28 16:15,HH,indikation_alter_erst,197
2020-12-27,2020-12-28 16:15,HH,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,HH,indikation_beruf_dosen,222
2020-12-27,2020-12-28 16:15,HH,indikation_beruf_erst,222
2020-12-27,2020-12-28 16:15,HH,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,HH,indikation_medizinisch_dosen,0
2020-12-27,2020-12-28 16:15,HH,indikation_medizinisch_erst,0
2020-12-27,2020-12-28 16:15,HH,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,HH,indikation_pflegeheim_dosen,223
2020-12-27,2020-12-28 16:15,HH,indikation_pflegeheim_erst,223
2020-12-27,2020-12-28 16:15,HH,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,HH,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HH,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HH,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HH,impf_quote_dosen,0.02408982418759098
2020-12-27,2020-12-28 16:15,HH,impf_quote_erst,0.02408982418759098
2020-12-27,2020-12-28 16:15,HH,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,HH,impf_inzidenz_dosen,0.2408982418759098
2020-12-27,2020-12-28 16:15,HH,impf_inzidenz_erst,0.2408982418759098
2020-12-27,2020-12-28 16:15,HH,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,HE,dosen_kumulativ,3112
2020-12-27,2020-12-28 16:15,HE,personen_erst_kumulativ,3112
2020-12-27,2020-12-28 16:15,HE,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,dosen_biontech_kumulativ,3112
2020-12-27,2020-12-28 16:15,HE,dosen_erst_biontech_kumulativ,3112
2020-12-27,2020-12-28 16:15,HE,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,HE,indikation_alter_dosen,1086
2020-12-27,2020-12-28 16:15,HE,indikation_alter_erst,1086
2020-12-27,2020-12-28 16:15,HE,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,HE,indikation_beruf_dosen,1694
2020-12-27,2020-12-28 16:15,HE,indikation_beruf_erst,1694
2020-12-27,2020-12-28 16:15,HE,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,HE,indikation_medizinisch_dosen,154
2020-12-27,2020-12-28 16:15,HE,indikation_medizinisch_erst,154
2020-12-27,2020-12-28 16:15,HE,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,HE,indikation_pflegeheim_dosen,1347
2020-12-27,2020-12-28 16:15,HE,indikation_pflegeheim_erst,1347
2020-12-27,2020-12-28 16:15,HE,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,HE,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HE,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HE,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,HE,impf_quote_dosen,0.04949046449790715
2020-12-27,2020-12-28 16:15,HE,impf_quote_erst,0.04949046449790715
2020-12-27,2020-12-28 16:15,HE,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,HE,impf_inzidenz_dosen,0.4949046449790715
2020-12-27,2020-12-28 16:15,HE,impf_inzidenz_erst,0.4949046449790715
2020-12-27,2020-12-28 16:15,HE,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,MV,dosen_kumulativ,590
2020-12-27,2020-12-28 16:15,MV,personen_erst_kumulativ,590
2020-12-27,2020-12-28 16:15,MV,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,dosen_biontech_kumulativ,590
2020-12-27,2020-12-28 16:15,MV,dosen_erst_biontech_kumulativ,590
2020-12-27,2020-12-28 16:15,MV,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,MV,indikation_alter_dosen,0
2020-12-27,2020-12-28 16:15,MV,indikation_alter_erst,
2020-12-27,2020-12-28 16:15,MV,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,MV,indikation_beruf_dosen,240
2020-12-27,2020-12-28 16:15,MV,indikation_beruf_erst,240
2020-12-27,2020-12-28 16:15,MV,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,MV,indikation_medizinisch_dosen,0
2020-12-27,2020-12-28 16:15,MV,indikation_medizinisch_erst,
2020-12-27,2020-12-28 16:15,MV,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,MV,indikation_pflegeheim_dosen,350
2020-12-27,2020-12-28 16:15,MV,indikation_pflegeheim_erst,350
2020-12-27,2020-12-28 16:15,MV,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,MV,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,MV,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,MV,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,MV,impf_quote_dosen,0.03668839365775823
2020-12-27,2020-12-28 16:15,MV,impf_quote_erst,0.03668839365775823
2020-12-27,2020-12-28 16:15,MV,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,MV,impf_inzidenz_dosen,0.3668839365775823
2020-12-27,2020-12-28 16:15,MV,impf_inzidenz_erst,0.3668839365775823
2020-12-27,2020-12-28 16:15,MV,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,NI,dosen_kumulativ,334
2020-12-27,2020-12-28 16:15,NI,personen_erst_kumulativ,334
2020-12-27,2020-12-28 16:15,NI,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,dosen_biontech_kumulativ,334
2020-12-27,2020-12-28 16:15,NI,dosen_erst_biontech_kumulativ,334
2020-12-27,2020-12-28 16:15,NI,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,NI,indikation_alter_dosen,42
2020-12-27,2020-12-28 16:15,NI,indikation_alter_erst,42
2020-12-27,2020-12-28 16:15,NI,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,NI,indikation_beruf_dosen,116
2020-12-27,2020-12-28 16:15,NI,indikation_beruf_erst,116
2020-12-27,2020-12-28 16:15,NI,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,NI,indikation_medizinisch_dosen,140
2020-12-27,2020-12-28 16:15,NI,indikation_medizinisch_erst,140
2020-12-27,2020-12-28 16:15,NI,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,NI,indikation_pflegeheim_dosen,306
2020-12-27,2020-12-28 16:15,NI,indikation_pflegeheim_erst,306
2020-12-27,2020-12-28 16:15,NI,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,NI,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,NI,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,NI,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,NI,impf_quote_dosen,0.0041783384924554716
2020-12-27,2020-12-28 16:15,NI,impf_quote_erst,0.0041783384924554716
2020-12-27,2020-12-28 16:15,NI,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,NI,impf_inzidenz_dosen,0.04178338492455472
2020-12-27,2020-12-28 16:15,NI,impf_inzidenz_erst,0.04178338492455472
2020-12-27,2020-12-28 16:15,NI,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,NW,dosen_kumulativ,5405
2020-12-27,2020-12-28 16:15,NW,personen_erst_kumulativ,5405
2020-12-27,2020-12-28 16:15,NW,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,dosen_biontech_kumulativ,5405
2020-12-27,2020-12-28 16:15,NW,dosen_erst_biontech_kumulativ,5405
2020-12-27,2020-12-28 16:15,NW,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,NW,indikation_alter_dosen,0
2020-12-27,2020-12-28 16:15,NW,indikation_alter_erst,
2020-12-27,2020-12-28 16:15,NW,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,NW,indikation_beruf_dosen,1370
2020-12-27,2020-12-28 16:15,NW,indikation_beruf_erst,1370
2020-12-27,2020-12-28 16:15,NW,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,NW,indikation_medizinisch_dosen,0
2020-12-27,2020-12-28 16:15,NW,indikation_medizinisch_erst,
2020-12-27,2020-12-28 16:15,NW,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,NW,indikation_pflegeheim_dosen,3985
2020-12-27,2020-12-28 16:15,NW,indikation_pflegeheim_erst,3985
2020-12-27,2020-12-28 16:15,NW,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,NW,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,NW,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,NW,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,NW,impf_quote_dosen,0.03011608315292936
2020-12-27,2020-12-28 16:15,NW,impf_quote_erst,0.03011608315292936
2020-12-27,2020-12-28 16:15,NW,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,NW,impf_inzidenz_dosen,0.30116083152929357
2020-12-27,2020-12-28 16:15,NW,impf_inzidenz_erst,0.30116083152929357
2020-12-27,2020-12-28 16:15,NW,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,RP,dosen_kumulativ,1252
2020-12-27,2020-12-28 16:15,RP,personen_erst_kumulativ,1252
2020-12-27,2020-12-28 16:15,RP,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,dosen_biontech_kumulativ,1252
2020-12-27,2020-12-28 16:15,RP,dosen_erst_biontech_kumulativ,1252
2020-12-27,2020-12-28 16:15,RP,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,dosen_voll_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,dosen_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,dosen_erst_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,dosen_voll_astrazeneca_kumulativ,0
2020-12-27,2020-12-28 16:15,RP,indikation_alter_dosen,0
2020-12-27,2020-12-28 16:15,RP,indikation_alter_erst,
2020-12-27,2020-12-28 16:15,RP,indikation_alter_voll,0
2020-12-27,2020-12-28 16:15,RP,indikation_beruf_dosen,620
2020-12-27,2020-12-28 16:15,RP,indikation_beruf_erst,620
2020-12-27,2020-12-28 16:15,RP,indikation_beruf_voll,0
2020-12-27,2020-12-28 16:15,RP,indikation_medizinisch_dosen,0
2020-12-27,2020-12-28 16:15,RP,indikation_medizinisch_erst,
2020-12-27,2020-12-28 16:15,RP,indikation_medizinisch_voll,0
2020-12-27,2020-12-28 16:15,RP,indikation_pflegeheim_dosen,632
2020-12-27,2020-12-28 16:15,RP,indikation_pflegeheim_erst,632
2020-12-27,2020-12-28 16:15,RP,indikation_pflegeheim_voll,0
2020-12-27,2020-12-28 16:15,RP,dosen_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,RP,dosen_erst_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,RP,dosen_voll_differenz_zum_vortag,
2020-12-27,2020-12-28 16:15,RP,impf_quote_dosen,0.030582063131442048
2020-12-27,2020-12-28 16:15,RP,impf_quote_erst,0.030582063131442048
2020-12-27,2020-12-28 16:15,RP,impf_quote_voll,0
2020-12-27,2020-12-28 16:15,RP,impf_inzidenz_dosen,0.3058206313144205
2020-12-27,2020-12-28 16:15,RP,impf_inzidenz_erst,0.3058206313144205
2020-12-27,2020-12-28 16:15,RP,impf_inzidenz_voll,0
2020-12-27,2020-12-28 16:15,SL,dosen_kumulativ,215
2020-12-27,2020-12-28 16:15,SL,personen_erst_kumulativ,215
2020-12-27,2020-12-28 16:15,SL,personen_voll_kumulativ,0
2020-12-27,2020-12-28 16:15,SL,dosen_biontech_kumulativ,215
2020-12-27,2020-12-28 16:15,SL,dosen_erst_biontech_kumulativ,215
2020-12-27,2020-12-28 16:15,SL,dosen_voll_biontech_kumulativ,0
2020-12-27,2020-12-28 16:15,SL,dosen_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,SL,dosen_erst_moderna_kumulativ,0
2020-12-27,2020-12-28 16:15,SL,dosen_voll_moderna_kumulativ,0
